Capability_ID,Domain,Capability,V1_Status,Current_Status,Parity_Result,V1_Evidence,Current_Evidence,Runtime_Evidence,Severity,Launch_Blocker,Recommended_Action,Notes
CAP-175,UX,SovereignEthicsShield,L1_UI_ONLY,STATIC_EVIDENCE_ONLY,NEEDS_RUNTIME_PROOF,SovereignEthicsShield.tsx:128,lib/market/country-registry.ts; lib/services/seed-marketplace.ts; components/alerts/SecurityAlert.tsx; src/components/services/ServiceCards.tsx,"Runtime public routes /, /properties, /services, /auctions, /tools, /offices returned 200; no full visual/device matrix was run in PASS B.",P2,NO,Provide controlled fixtures and execute the full capability chain in PASS B runtime continuation.,"Static candidates exist, but the complete V1 chain was not exercised."
CAP-176,Identity,UserPreferences,L2_DATA_MODEL_ONLY,STATIC_EVIDENCE_ONLY,NEEDS_RUNTIME_PROOF,UserPreferences.ts:182,hooks/useUserContext.ts; app/admin/users-admin-client.tsx; app/admin/users/page.tsx; app/api/user-context/route.ts,"Runtime: /login=200, /register=200, unauthenticated /api/auth/me=401; no authenticated lifecycle tested.",P1,NO,Provide controlled fixtures and execute the full capability chain in PASS B runtime continuation.,"Static candidates exist, but the complete V1 chain was not exercised."
CAP-177,Services,landAnalysisService,L4_END_TO_END_WIRED,STATIC_EVIDENCE_ONLY,NEEDS_RUNTIME_PROOF,landAnalysisService.ts:563,src/lib/tools/land-analysis.ts; src/components/tools/FindMyLand.tsx; src/components/tools/LandMapper.tsx; lib/land/saved-land.ts,"Runtime: /services=200, /api/services/categories=200, /api/service-categories=200, /api/service-providers=200; lifecycle mutations not tested.",P1,NO,Provide controlled fixtures and execute the full capability chain in PASS B runtime continuation.,"Static candidates exist, but the complete V1 chain was not exercised."
CAP-178,Tools,ocrProcessor,L4_END_TO_END_WIRED,STATIC_EVIDENCE_ONLY,NEEDS_RUNTIME_PROOF,ocrProcessor.ts:133,lib/land/ocr/ocr-engine.ts; lib/geo/contracts.ts; lib/geo/text-extraction.ts; app/api/land/analyze/route.ts,Runtime: /tools=200; individual upload/process/download workflows were not executed.,P2,NO,Provide controlled fixtures and execute the full capability chain in PASS B runtime continuation.,"Static candidates exist, but the complete V1 chain was not exercised."
CAP-179,Tools,onnxProcessor,L4_END_TO_END_WIRED,NOT_ESTABLISHED,REGRESSED,onnxProcessor.ts:136,No reliable current equivalent located,Runtime: /tools=200; individual upload/process/download workflows were not executed.,P2,NO,Restore or formally defer in PASS C.,Current land OCR/intelligence exists but no current ONNX processor evidence was found.
CAP-180,Services,dxfExportService,L4_END_TO_END_WIRED,STATIC_EVIDENCE_ONLY,NEEDS_RUNTIME_PROOF,dxfExportService.ts:209,src/lib/cad/dxf-generator.ts; src/lib/tools/points-to-dxf.ts; src/components/tools/PointsToDxf.tsx; src/components/cad/CadExportPanel.tsx,"Runtime: /services=200, /api/services/categories=200, /api/service-categories=200, /api/service-providers=200; lifecycle mutations not tested.",P1,NO,Provide controlled fixtures and execute the full capability chain in PASS B runtime continuation.,"Static candidates exist, but the complete V1 chain was not exercised."
CAP-181,UX,imagePreprocessor,L4_END_TO_END_WIRED,STATIC_EVIDENCE_ONLY,NEEDS_RUNTIME_PROOF,imagePreprocessor.ts:261,src/lib/cad/image-export.ts; app/page.tsx; app/layout.tsx; lib/ads/admin.ts,"Runtime public routes /, /properties, /services, /auctions, /tools, /offices returned 200; no full visual/device matrix was run in PASS B.",P2,NO,Provide controlled fixtures and execute the full capability chain in PASS B runtime continuation.,"Static candidates exist, but the complete V1 chain was not exercised."
CAP-182,Tools,pdfProcessor,L4_END_TO_END_WIRED,STATIC_EVIDENCE_ONLY,NEEDS_RUNTIME_PROOF,pdfProcessor.ts:51,src/lib/cad/pdf-export.ts; src/components/tools/PdfToWord.tsx; src/lib/tools/pdf-to-word-layout.ts; app/tools/pdf2word/page.tsx,Runtime: /tools=200; individual upload/process/download workflows were not executed.,P2,NO,Provide controlled fixtures and execute the full capability chain in PASS B runtime continuation.,"Static candidates exist, but the complete V1 chain was not exercised."
CAP-183,Chat,chatAdminService,L4_END_TO_END_WIRED,STATIC_EVIDENCE_ONLY,NEEDS_RUNTIME_PROOF,chatAdminService.ts:28,lib/services-marketplace-schema.ts,Runtime: unauthenticated /api/messages=401; no two-user send/read/realtime test performed.,P1,NO,Provide controlled fixtures and execute the full capability chain in PASS B runtime continuation.,"Static candidates exist, but the complete V1 chain was not exercised."
CAP-184,Services,auditService,L2_DATA_MODEL_ONLY,STATIC_EVIDENCE_ONLY,NEEDS_RUNTIME_PROOF,auditService.ts:50,lib/security/audit.ts; lib/services/audit.ts; lib/audit/audit.service.ts; app/admin/audit/audit-admin-client.tsx,"Runtime: /services=200, /api/services/categories=200, /api/service-categories=200, /api/service-providers=200; lifecycle mutations not tested.",P1,NO,Provide controlled fixtures and execute the full capability chain in PASS B runtime continuation.,"Static candidates exist, but the complete V1 chain was not exercised."
CAP-185,Chat,ChatContext,L4_END_TO_END_WIRED,STATIC_EVIDENCE_ONLY,NEEDS_RUNTIME_PROOF,ChatContext.tsx:324,lib/services-marketplace-schema.ts,Runtime: unauthenticated /api/messages=401; no two-user send/read/realtime test performed.,P1,NO,Provide controlled fixtures and execute the full capability chain in PASS B runtime continuation.,"Static candidates exist, but the complete V1 chain was not exercised."
CAP-186,Identity,AuthContext,L4_END_TO_END_WIRED,STATIC_EVIDENCE_ONLY,NEEDS_RUNTIME_PROOF,AuthContext.tsx:204,lib/auth/oauth.ts; lib/auth-labels.ts; lib/sponsor-auth.ts; lib/identity-auth.ts,"Runtime: /login=200, /register=200, unauthenticated /api/auth/me=401; no authenticated lifecycle tested.",P1,NO,Provide controlled fixtures and execute the full capability chain in PASS B runtime continuation.,"Static candidates exist, but the complete V1 chain was not exercised."
CAP-187,Geography,GeoContext,L4_END_TO_END_WIRED,STATIC_EVIDENCE_ONLY,NEEDS_RUNTIME_PROOF,GeoContext.tsx:195,lib/ads/geo.ts; lib/geo/geometry.ts; lib/geo/geocoding.ts; src/contexts/GeoContext.tsx,Runtime: GET /api/geo?type=countries=200; cross-platform propagation and smart-landing URL behavior not tested.,P2,NO,Provide controlled fixtures and execute the full capability chain in PASS B runtime continuation.,"Static candidates exist, but the complete V1 chain was not exercised."
CAP-188,Ads,GeoAdsContext,L4_END_TO_END_WIRED,STATIC_EVIDENCE_ONLY,NEEDS_RUNTIME_PROOF,GeoAdsContext.tsx:107,lib/ads/geo.ts; lib/geo/geometry.ts; lib/geo/geocoding.ts; lib/integration/ads.ts,Runtime: POST /api/ads/match with global_header/home/SA returned 200 and a matched creative; legacy GET /api/advertising/match returned 500.,P1,NO,Provide controlled fixtures and execute the full capability chain in PASS B runtime continuation.,"Static candidates exist, but the complete V1 chain was not exercised."
CAP-189,Organizations,CompanyContext,L4_END_TO_END_WIRED,STATIC_EVIDENCE_ONLY,NEEDS_RUNTIME_PROOF,CompanyContext.tsx:111,lib/company-schema.ts; components/company/CompanyCard.tsx; src/components/company/CompanyWorkspaceShell.tsx; app/dashboard/company/page.tsx,Runtime: /offices=200 and /api/offices=200; authenticated organization lifecycle not tested.,P2,NO,Provide controlled fixtures and execute the full capability chain in PASS B runtime continuation.,"Static candidates exist, but the complete V1 chain was not exercised."
CAP-190,Geography,LocationContext,L4_END_TO_END_WIRED,STATIC_EVIDENCE_ONLY,NEEDS_RUNTIME_PROOF,LocationContext.tsx:340,src/data/locations.ts; src/location-utils.ts; src/components/LocationChip.tsx; src/components/LocationPicker.tsx,Runtime: GET /api/geo?type=countries=200; cross-platform propagation and smart-landing URL behavior not tested.,P2,NO,Provide controlled fixtures and execute the full capability chain in PASS B runtime continuation.,"Static candidates exist, but the complete V1 chain was not exercised."
CAP-191,UX,api.ts (mock),L3_PARTIAL_FLOW,NOT_ESTABLISHED,IMPROVED,api.ts:1170,No reliable current equivalent located,"Runtime public routes /, /properties, /services, /auctions, /tools, /offices returned 200; no full visual/device matrix was run in PASS B.",P3,NO,Retain evidence and regression-test.,V1 in-memory mock API has been replaced across core domains by database-backed route handlers.
CAP-192,Identity,Email verification lifecycle,WIRED_OR_DOCUMENTED,See evidence,NEEDS_RUNTIME_PROOF,07_V1_IDENTITY_ACCOUNT_CAPABILITY_MODEL.md; VerifyEmail.tsx,app/api/auth/verify-email/route.ts; app/verify-email/page.tsx,"Runtime: /login=200, /register=200, unauthenticated /api/auth/me=401; no authenticated lifecycle tested.",P0,YES,Execute controlled runtime proof before certification.,Manual domain-level reconciliation record.
CAP-193,Identity,Password recovery lifecycle,WIRED_OR_DOCUMENTED,See evidence,NEEDS_RUNTIME_PROOF,ResetPassword.tsx; server auth routes,app/api/auth/forgot-password/route.ts; app/api/auth/reset-password/route.ts,"Runtime: /login=200, /register=200, unauthenticated /api/auth/me=401; no authenticated lifecycle tested.",P0,YES,Execute controlled runtime proof before certification.,Manual domain-level reconciliation record.
CAP-194,Identity,Social OAuth login,WIRED_OR_DOCUMENTED,See evidence,IMPROVED,PASS A identity model,app/api/auth/google/*; app/api/auth/facebook/*,"Runtime: /login=200, /register=200, unauthenticated /api/auth/me=401; no authenticated lifecycle tested.",P3,NO,Retain and add regression coverage.,Manual domain-level reconciliation record.
CAP-195,Authorization,Server-side RBAC enforcement,WIRED_OR_DOCUMENTED,See evidence,NEEDS_RUNTIME_PROOF,V1_AUTHORIZATION_ACTION_MATRIX.csv,lib/auth/access-control.ts; src/constants/roles.ts; src/constants/permissions.ts,Runtime: unauthenticated /api/admin/stats=403 and /api/admin/roles=401; privileged positive path not tested.,P0,YES,Execute controlled runtime proof before certification.,Manual domain-level reconciliation record.
CAP-196,Authorization,Blocked account enforcement,WIRED_OR_DOCUMENTED,See evidence,NEEDS_RUNTIME_PROOF,users.status; 07_V1_IDENTITY_ACCOUNT_CAPABILITY_MODEL.md,lib/auth/access-control.ts,Runtime: unauthenticated /api/admin/stats=403 and /api/admin/roles=401; privileged positive path not tested.,P0,YES,Execute controlled runtime proof before certification.,Manual domain-level reconciliation record.
CAP-197,Ads,Core ad matching and delivery,WIRED_OR_DOCUMENTED,See evidence,IMPROVED,12_V1_ADVERTISING_BUSINESS_ENGINE.md,lib/ads/engine.ts; app/api/ads/match/route.ts,Runtime: POST /api/ads/match with global_header/home/SA returned 200 and a matched creative; legacy GET /api/advertising/match returned 500.,P1,NO,Retain and add regression coverage.,Manual domain-level reconciliation record.
CAP-198,Ads,Geo/radius/tier campaign targeting,WIRED_OR_DOCUMENTED,See evidence,IMPROVED,12_V1_ADVERTISING_BUSINESS_ENGINE.md,lib/ads/engine.ts; src/constants/advertising.ts,Runtime: POST /api/ads/match with global_header/home/SA returned 200 and a matched creative; legacy GET /api/advertising/match returned 500.,P1,NO,Retain and add regression coverage.,Manual domain-level reconciliation record.
CAP-199,Ads,Campaign caps and analytics,WIRED_OR_DOCUMENTED,See evidence,NEEDS_RUNTIME_PROOF,V1 ads maxViews/maxClicks/viewCount/clickCount,lib/ads/engine.ts; app/api/ads/impression/route.ts; app/api/ads/click/route.ts,Runtime: POST /api/ads/match with global_header/home/SA returned 200 and a matched creative; legacy GET /api/advertising/match returned 500.,P1,NO,Execute controlled runtime proof before certification.,Manual domain-level reconciliation record.
CAP-200,Ads,Legacy advertising match endpoint,WIRED_OR_DOCUMENTED,See evidence,BROKEN,12_V1_ADVERTISING_BUSINESS_ENGINE.md,app/api/advertising/match/route.ts,Runtime: POST /api/ads/match with global_header/home/SA returned 200 and a matched creative; legacy GET /api/advertising/match returned 500.,P2,NO,Restore or formally defer in PASS C.,Manual domain-level reconciliation record.
CAP-201,Chat,Two-user persisted messaging,WIRED_OR_DOCUMENTED,See evidence,NEEDS_RUNTIME_PROOF,11_V1_MESSAGING_PROTOCOL_AND_UX.md,app/api/messages/route.ts; lib/db/schemas/messages-schema.ts,Runtime: unauthenticated /api/messages=401; no two-user send/read/realtime test performed.,P0,YES,Execute controlled runtime proof before certification.,Manual domain-level reconciliation record.
CAP-202,Chat,Realtime encrypted conversation,WIRED_OR_DOCUMENTED,See evidence,LOST,11_V1_MESSAGING_PROTOCOL_AND_UX.md; server/chat-server.ts,No Socket.IO/AES chat equivalent located in current source,Runtime: unauthenticated /api/messages=401; no two-user send/read/realtime test performed.,P1,NO,Restore or formally defer in PASS C.,Manual domain-level reconciliation record.
CAP-203,Chat,Message attachments and moderation,WIRED_OR_DOCUMENTED,See evidence,REGRESSED,11_V1_MESSAGING_PROTOCOL_AND_UX.md,Basic messages routes found; no equivalent attachment/moderation chain proved,Runtime: unauthenticated /api/messages=401; no two-user send/read/realtime test performed.,P1,NO,Restore or formally defer in PASS C.,Manual domain-level reconciliation record.
CAP-204,Properties,Public property search/filter,WIRED_OR_DOCUMENTED,See evidence,PRESERVED,16_V1_PROPERTY_ECOSYSTEM.md,app/api/properties/route.ts; app/properties/page.tsx,"Runtime: /properties=200, GET /api/properties?limit=1=200, GET /api/properties/search?limit=1=200; authenticated mutations not tested.",P1,NO,Retain and add regression coverage.,Manual domain-level reconciliation record.
CAP-205,Properties,Property creation and moderation,WIRED_OR_DOCUMENTED,See evidence,NEEDS_RUNTIME_PROOF,16_V1_PROPERTY_ECOSYSTEM.md,app/api/properties/route.ts; app/api/properties/[id]/submit/route.ts; app/api/admin/properties/[id]/review/route.ts,"Runtime: /properties=200, GET /api/properties?limit=1=200, GET /api/properties/search?limit=1=200; authenticated mutations not tested.",P0,YES,Execute controlled runtime proof before certification.,Manual domain-level reconciliation record.
CAP-206,Properties,Buyer requests and office offers,WIRED_OR_DOCUMENTED,See evidence,NEEDS_RUNTIME_PROOF,property_requests; property_offers,app/api/property-requests/route.ts; app/api/property-requests/[id]/offers/route.ts,"Runtime: /properties=200, GET /api/properties?limit=1=200, GET /api/properties/search?limit=1=200; authenticated mutations not tested.",P1,NO,Execute controlled runtime proof before certification.,Manual domain-level reconciliation record.
CAP-207,Services,Three-mode services model,WIRED_OR_DOCUMENTED,RUNTIME_CERTIFIED,IMPROVED,20_V1_SERVICES_THREE_MODE_MODEL.md,app/api/services/listings/*; app/api/service-bookings/*; app/api/service-requests/*; app/api/service-offers/*,"PASS C.S.1B production 3014 proved three independent entry modes: public listings/directory; Direct Booking with no request/offer; and competitive RFQ with request/offer/order.",P1,NO,Retain certification evidence and regression-test.,"The three concepts are explicit and Direct Booking cannot create synthetic RFQ/offer rows."
CAP-208,Services,Provider application and portfolio,WIRED_OR_DOCUMENTED,See evidence,NEEDS_RUNTIME_PROOF,ServiceHub profiles and provider journey,app/api/service-providers/[id]/apply/route.ts; documents/route.ts; portfolio/route.ts,"Runtime: /services=200, /api/services/categories=200, /api/service-categories=200, /api/service-providers=200; lifecycle mutations not tested.",P1,NO,Execute controlled runtime proof before certification.,Manual domain-level reconciliation record.
CAP-209,Services,Service request matching and offers,WIRED_OR_DOCUMENTED,RUNTIME_CERTIFIED,IMPROVED,20_V1_SERVICES_THREE_MODE_MODEL.md,app/api/service-requests/[id]/matching/route.ts; app/api/service-offers/*; app/api/service-jobs/*,"PASS C.S.1B production 3014: request publish matched 6 approved candidates; Provider A offered; Customer A accepted; order completed/reviewed; cross-customer acceptance was 403.",P0,NO,Retain certification evidence and regression-test.,"The P0 is closed with authenticated E2E evidence and stronger participant authorization."
CAP-210,Services,Sentiment-tracked service feedback,WIRED_OR_DOCUMENTED,See evidence,LOST,service_hub_feedback.sentiment,No sentiment field/processor located,"Runtime: /services=200, /api/services/categories=200, /api/service-categories=200, /api/service-providers=200; lifecycle mutations not tested.",P2,NO,Restore or formally defer in PASS C.,Manual domain-level reconciliation record.
CAP-211,Organizations,Organization membership and roles,WIRED_OR_DOCUMENTED,See evidence,NEEDS_RUNTIME_PROOF,07_V1_IDENTITY_ACCOUNT_CAPABILITY_MODEL.md,app/api/amrs/organizations/[id]/members/route.ts; lib/amrs/*,Runtime: /offices=200 and /api/offices=200; authenticated organization lifecycle not tested.,P1,NO,Execute controlled runtime proof before certification.,Manual domain-level reconciliation record.
CAP-212,Auctions,Auction bidding transaction,WIRED_OR_DOCUMENTED,See evidence,NEEDS_RUNTIME_PROOF,19_V1_AUCTION_OPERATING_SYSTEM.md,app/api/auctions/[id]/bid/route.ts,Runtime: /auctions=200 and /api/auctions?limit=1=200 with zero rows; bidding/closing/contract lifecycle not executable without fixtures.,P0,YES,Execute controlled runtime proof before certification.,Manual domain-level reconciliation record.
CAP-213,Auctions,Auto-bidding ceiling,WIRED_OR_DOCUMENTED,See evidence,LOST,auction_bids.maxAutoBid,Current bid route writes isAutoBid=false and has no maxAutoBid flow,Runtime: /auctions=200 and /api/auctions?limit=1=200 with zero rows; bidding/closing/contract lifecycle not executable without fixtures.,P1,NO,Restore or formally defer in PASS C.,Manual domain-level reconciliation record.
CAP-214,Auctions,Anti-sniping auto-extension,WIRED_OR_DOCUMENTED,See evidence,LOST,auction_settings.autoExtendMinutes,No autoExtendMinutes or equivalent found,Runtime: /auctions=200 and /api/auctions?limit=1=200 with zero rows; bidding/closing/contract lifecycle not executable without fixtures.,P1,NO,Restore or formally defer in PASS C.,Manual domain-level reconciliation record.
CAP-215,Auctions,Suspicious relist and sale proof,WIRED_OR_DOCUMENTED,See evidence,LOST,19_V1_AUCTION_OPERATING_SYSTEM.md,No suspicious_relist/sale_proofs model or route found,Runtime: /auctions=200 and /api/auctions?limit=1=200 with zero rows; bidding/closing/contract lifecycle not executable without fixtures.,P1,NO,Restore or formally defer in PASS C.,Manual domain-level reconciliation record.
CAP-216,Auctions,Auction contract and terms,WIRED_OR_DOCUMENTED,See evidence,IMPROVED,auction-contract.ts,app/api/auctions/[id]/terms/route.ts; contract/route.ts; contract/sign/route.ts,Runtime: /auctions=200 and /api/auctions?limit=1=200 with zero rows; bidding/closing/contract lifecycle not executable without fixtures.,P1,NO,Retain and add regression coverage.,Manual domain-level reconciliation record.
CAP-217,Matching,Elite property leads,WIRED_OR_DOCUMENTED,See evidence,LOST,09B_V1_ELITE_LEADS.md,No isEliteLead/leadScore equivalent found,No V1 developer-project matchmaking or elite-lead runtime route found; service-provider matching is a different capability.,P1,NO,Restore or formally defer in PASS C.,Manual domain-level reconciliation record.
CAP-218,Matching,Developer-project matchmaking,WIRED_OR_DOCUMENTED,See evidence,LOST,09C_V1_MATCHMAKING.md,No matchmaking stats/run routes found,No V1 developer-project matchmaking or elite-lead runtime route found; service-provider matching is a different capability.,P1,NO,Restore or formally defer in PASS C.,Manual domain-level reconciliation record.
CAP-219,Membership,Virtual token wallet,WIRED_OR_DOCUMENTED,See evidence,LOST,06_V1_FIELD_LEVEL_PRODUCT_IDEAS.md,No tokenBalance/wallet equivalent found,No authenticated plan/promo/license lifecycle test performed.,P2,NO,Restore or formally defer in PASS C.,Manual domain-level reconciliation record.
CAP-220,Membership,Promo codes and plan overrides,WIRED_OR_DOCUMENTED,See evidence,LOST,09D_V1_MEMBERSHIP.md,No promo-code/plan-override routes or models found,No authenticated plan/promo/license lifecycle test performed.,P1,NO,Restore or formally defer in PASS C.,Manual domain-level reconciliation record.
CAP-221,Tools,Find My Land OCR/coordinate flow,WIRED_OR_DOCUMENTED,See evidence,NEEDS_RUNTIME_PROOF,MapMyDeed and landAnalysisService evidence,app/tools/find-my-land/*; lib/land/ocr/*; lib/geo/*,Runtime: /tools=200; individual upload/process/download workflows were not executed.,P1,NO,Execute controlled runtime proof before certification.,Manual domain-level reconciliation record.
CAP-222,Tools,PDF to DOCX conversion,WIRED_OR_DOCUMENTED,See evidence,NEEDS_RUNTIME_PROOF,Tools archaeology,app/tools/pdf2word/page.tsx; src/lib/tools/pdf-to-word-layout.ts,Runtime: /tools=200; individual upload/process/download workflows were not executed.,P2,NO,Execute controlled runtime proof before certification.,Manual domain-level reconciliation record.
CAP-223,Notifications,Cross-domain notification center,WIRED_OR_DOCUMENTED,See evidence,REGRESSED,notifications table; 03 journeys,Service notification routes exist; no unified cross-domain center proved,Service notification routes exist; no authenticated delivery/read/bulk-read runtime test performed.,P1,NO,Restore or formally defer in PASS C.,Manual domain-level reconciliation record.
CAP-224,Office Integration,Office pairing and device credentials,WIRED_OR_DOCUMENTED,See evidence,NEEDS_RUNTIME_PROOF,desktop integration evidence,app/api/office/v1/pairing/*; auth/route.ts; devices/route.ts,"Runtime: unauthenticated /api/office/v1/sync=401; pairing, device auth, sync, stream, and retry require a provisioned device.",P0,YES,Execute controlled runtime proof before certification.,Manual domain-level reconciliation record.
CAP-225,Office Integration,Office sync and realtime stream,WIRED_OR_DOCUMENTED,See evidence,NEEDS_RUNTIME_PROOF,desktop sync endpoints in PASS A,app/api/office/v1/sync/route.ts; media/route.ts; news/route.ts; ads/route.ts; radar/route.ts; stream/route.ts,"Runtime: unauthenticated /api/office/v1/sync=401; pairing, device auth, sync, stream, and retry require a provisioned device.",P0,YES,Execute controlled runtime proof before certification.,Manual domain-level reconciliation record.
CAP-226,Admin,Admin command and analytics surface,WIRED_OR_DOCUMENTED,See evidence,NEEDS_RUNTIME_PROOF,09A; 55_V1_ADMIN_CONTROL_SURFACE.md,app/admin/*; app/api/admin/command-center/overview/route.ts; app/api/admin/analytics/route.ts,Runtime: admin endpoints reject unauthenticated requests; no authorized admin session was available.,P0,YES,Execute controlled runtime proof before certification.,Manual domain-level reconciliation record.
CAP-227,Geography,Smart landing URL personalization,WIRED_OR_DOCUMENTED,See evidence,REGRESSED,32_V1_SMART_LANDING_RULEBOOK.md,GeoContext exists; no useSmartLanding/category alias rulebook equivalent located,Runtime: GET /api/geo?type=countries=200; cross-platform propagation and smart-landing URL behavior not tested.,P1,NO,Restore or formally defer in PASS C.,Manual domain-level reconciliation record.
CAP-228,Geography,Hierarchical geo data,WIRED_OR_DOCUMENTED,See evidence,IMPROVED,V1 geo fields and smart landing,app/api/geo/route.ts; lib/db/schemas/geo-schema.ts,Runtime: GET /api/geo?type=countries=200; cross-platform propagation and smart-landing URL behavior not tested.,P2,NO,Retain and add regression coverage.,Manual domain-level reconciliation record.
CAP-229,Localization,Runtime localization delivery,WIRED_OR_DOCUMENTED,See evidence,NEEDS_RUNTIME_PROOF,i18n.ts; translation archaeology,app/api/i18n/[locale]/route.ts; app/api/i18n/admin/*; src/data/translations.ts,Runtime: GET /api/i18n/ar=200; admin editing/publishing and Turkish switching not tested.,P1,NO,Execute controlled runtime proof before certification.,Manual domain-level reconciliation record.
CAP-230,UX,Public navigation and responsive shell,WIRED_OR_DOCUMENTED,See evidence,NEEDS_RUNTIME_PROOF,V1 page/component coverage,src/components/services/PublicPageShell.tsx; public pages,"Runtime public routes /, /properties, /services, /auctions, /tools, /offices returned 200; no full visual/device matrix was run in PASS B.",P2,NO,Execute controlled runtime proof before certification.,Manual domain-level reconciliation record.
