feature_id,source_generation,domain,feature,subfeature,v1_depth,v1_status,old_status,current_status,office_status,ui_status,api_status,db_status,authorization_status,realtime_status,notification_status,test_status,decision,priority,target_phase,regression_risk,v1_evidence,old_evidence,current_evidence,office_evidence,notes
V1-ENG-012,ROUND-2 (V1 + desktop C# source),Engineering,BOQ,Bill of Quantities engine,L3 PARTIAL_FLOW,PARTIAL,NOT APPLICABLE,MISSING,NOT APPLICABLE,yes,none,none,inherited,none,none,none,RESTORE,P0,Phase 3,High,"v1/src/components/arch/BOQEngine.tsx:49-80,577",none found,none found,none found,"Sectioned BOQ + flat BOQQuantities (concrete, rebar t, flooring, plaster, paints, tiles, blocks, ceilings, cladding, doors, windows) || admin: none found"
V1-ENG-013,ROUND-2 (V1 + desktop C# source),Engineering,BOQ,Rebar ratio by floor system,L3 PARTIAL_FLOW,PARTIAL,NOT APPLICABLE,PARTIAL,NOT APPLICABLE,yes,none,none,inherited,none,none,none,MERGE INTO NEW SYSTEM,P2,Phase 3,Med,v1/src/components/arch/BOQEngine.tsx:5,none found,cur/src/lib/tools/engineering.ts:54-72 (single beam only),none found,REBAR_RATIO exported from StructuralConfigurator and applied in BOQ || admin: none found
V1-ENG-014,ROUND-2 (V1 + desktop C# source),Engineering,MEP,MEP quantity engine,L3 PARTIAL_FLOW,PARTIAL,NOT APPLICABLE,MISSING,NOT APPLICABLE,yes,none,none,inherited,none,none,none,RESTORE,P1,Phase 3,High,"v1/src/components/arch/MEPEngine.tsx:19-45,57-70,169",none found,none found,none found,25 MEP quantities driven by a per-sector MEP_PROFILE (bathroom/kitchen/HVAC-ton/socket/light densities) || admin: none found
V1-ENG-015,ROUND-2 (V1 + desktop C# source),Engineering,Cost,Cost estimator UI,L1 UI_ONLY,BROKEN,NOT APPLICABLE,MISSING,NOT APPLICABLE,yes,/api/market-rates,none,public,none,none,none,RESTORE,P1,Phase 3,High,v1/src/components/arch/CostEstimator.tsx:180-195,none found,none found,none found,Cost table by category + 10 % contingency + 8 % engineering fees || admin: v1/src/pages/AdminMarketRates.tsx:49
V1-ENG-016,ROUND-2 (V1 + desktop C# source),Engineering,Cost,Market-rate contract mismatch (defect),L1 UI_ONLY,BROKEN,NOT APPLICABLE,MISSING,NOT APPLICABLE,yes,stub,**no MarketRate model in schema.prisma**,public,none,none,none,FIX REGRESSION,P1,Phase 3,High,"v1/src/components/arch/CostEstimator.tsx:53-55,166; server v1/server/api/src/routes/other.ts:24-30",none found,none found,none found,"buildCostLines keys on rate.code, but GET /api/market-rates returns FX pairs {type,rate,change} — every lookup misses and the table renders empty || admin: v1/src/pages/AdminMarketRates.tsx:71,96 (PUT /api/market-rates/:code — no such route)"
V1-ENG-017,ROUND-2 (V1 + desktop C# source),Engineering,Pricing,Price Manager (BOQ → priced lines),L3 PARTIAL_FLOW,PARTIAL,NOT APPLICABLE,MISSING,NOT APPLICABLE,yes,none,localStorage akar_user_prefs_v2,inherited,none,none,none,RESTORE,P1,Phase 3,High,"v1/src/components/arch/PriceManager.tsx:38-46,57-83",none found,none found,none found,"24 default SAR rates, wastage factors, opening deduction, inline rate edit, contingency + fees + 15 % VAT || admin: none found"
V1-ENG-018,ROUND-2 (V1 + desktop C# source),Engineering,Pricing,Hard-coded KSA 15 % VAT,L1 UI_ONLY,PARTIAL,NOT APPLICABLE,MISSING,NOT APPLICABLE,n/a,none,none,n/a,none,none,none,PRODUCT OWNER DECISION,P1,Phase 3,High,v1/src/components/arch/PriceManager.tsx:44,none found,none found,none found,VAT is fixed at 15 % regardless of the project's country || admin: none found
V1-ENG-019,ROUND-2 (V1 + desktop C# source),Engineering,Pricing,User price overrides persisted,L2 DATA_MODEL_ONLY,PARTIAL,NOT APPLICABLE,MISSING,NOT APPLICABLE,yes,none,localStorage,none (device-scoped),none,none,none,MERGE INTO NEW SYSTEM,P2,Phase 3,Med,"v1/src/components/arch/UserPreferences.ts:20-22,99-104",none found,none found,none found,Per-rate-code overrides stored in localStorage and reloaded || admin: none found
V1-ENG-020,ROUND-2 (V1 + desktop C# source),Engineering,Pricing,Material brand preferences,L2 DATA_MODEL_ONLY,PARTIAL,NOT APPLICABLE,MISSING,NOT APPLICABLE,yes,none,localStorage,none,none,none,none,KEEP + IMPROVE,P3,Phase 4,Low,v1/src/components/arch/UserPreferences.ts:35-45,none found,none found,none found,8 default brand/standard strings (ASTM/BS/ISO refs) editable per user || admin: none found
V1-ENG-021,ROUND-2 (V1 + desktop C# source),Engineering,Contracts,Contract Packager (discipline packages),L3 PARTIAL_FLOW,PARTIAL,NOT APPLICABLE,MISSING,NOT APPLICABLE,yes,none,none,inherited,none,none,none,RESTORE,P2,Phase 4,Med,"v1/src/components/arch/ContractPackager.tsx:1-8,173",none found,none found,none found,Splits BOQ into discipline packages with contractor form (Name/CR/Tax ID/Rep/Phone) + subtotal + per-package print || admin: none found
V1-ENG-022,ROUND-2 (V1 + desktop C# source),Engineering,Contracts,Bilingual AR/EN print contract,L3 PARTIAL_FLOW,PARTIAL,NOT APPLICABLE,MISSING,NOT APPLICABLE,yes,none,none,inherited,none,none,none,RESTORE,P2,Phase 4,Med,"v1/src/components/arch/BilingualPDFContract.tsx:1-4,67",none found,none found,none found,"Side-by-side legal contract, CSS @media print, no PDF library || admin: none found"
V1-ENG-023,ROUND-2 (V1 + desktop C# source),Engineering,Contracts,Legal contract generator with sector clauses,L3 PARTIAL_FLOW,PARTIAL,NOT APPLICABLE,MISSING,NOT APPLICABLE,yes,none,none,inherited,none,none,none,RESTORE,P2,Phase 4,Med,"v1/src/components/arch/ContractGenerator.tsx:165-168,208",none found,none found,none found,Owner–contractor agreement with DYNAMIC_CLAUSES[projectType] and BOQ/MEP annexes || admin: none found
V1-ENG-024,ROUND-2 (V1 + desktop C# source),Engineering,Contracts,"Contract ""Save"" reports success without saving (defect)",L1 UI_ONLY,BROKEN,NOT APPLICABLE,MISSING,NOT APPLICABLE,yes,stub,none,**no authz on the route**,none,none,none,FIX REGRESSION,P0,Phase 3,High,v1/src/components/arch/ContractGenerator.tsx:172-190; v1/server/api/src/routes/other.ts:118,none found,none found,none found,POST /api/arch-contracts falls through to res.json({success:true}); UI sets state saved with an empty refCode || admin: none found
V1-ENG-025,ROUND-2 (V1 + desktop C# source),Engineering,Sign-off,Consultant title block + QR verification,L3 PARTIAL_FLOW,PARTIAL,NOT APPLICABLE,MISSING,NOT APPLICABLE,yes,none,none,inherited,none,none,none,RESTORE,P2,Phase 4,Med,v1/src/components/arch/ConsultantTitleBlockPDF.tsx:54-79,none found,none found,none found,"5-pillar stamp block, QR to https://akarpromax.com/verify/<code>, scoped print CSS || admin: none found"
V1-ENG-026,ROUND-2 (V1 + desktop C# source),Engineering,Sign-off,QR always encodes AKAR-PENDING (defect),L1 UI_ONLY,BROKEN,NOT APPLICABLE,MISSING,NOT APPLICABLE,yes,none,none,n/a,none,none,none,FIX REGRESSION,P2,Phase 4,Med,v1/src/components/arch/ConsultantTitleBlockPDF.tsx:53-54; call site v1/src/pages/ArchitecturalConsultant.tsx:2434-2438,none found,none found,none found,"Page mounts the title block without projectCode, so every QR points at /verify/AKAR-PENDING || admin: none found"
V1-ENG-027,ROUND-2 (V1 + desktop C# source),Engineering,Diwan,Consultant validation protocol (5 pillars),L1 UI_ONLY,INTENDED ONLY,NOT APPLICABLE,MISSING,NOT APPLICABLE,yes,/api/diwan/projects* — **no routes**,none,none,none,none,none,PRODUCT OWNER DECISION,P2,Phase 4,High,"v1/src/components/arch/ConsultantValidationEngine.tsx:162,314,574,587,630",none found,none found,none found,Create project → per-pillar consultant review → conflict → owner decision → lock; version timeline || admin: none found
V1-ENG-028,ROUND-2 (V1 + desktop C# source),Engineering,Diwan,Engine disabled in production,L0 IDEA_ONLY,INTENDED ONLY,NOT APPLICABLE,MISSING,NOT APPLICABLE,no,none,none,n/a,none,none,none,PRODUCT OWNER DECISION,P2,Phase 4,Med,v1/src/pages/ArchitecturalConsultant.tsx:2418-2426,none found,none found,none found,"Mounted behind a literal {false && …} with the comment ""TEMPORARILY DISABLED — no consultants yet"" || admin: none found"
V1-ENG-029,ROUND-2 (V1 + desktop C# source),Engineering,Diwan,Consultant dashboard (5-pillar approval matrix),L1 UI_ONLY,STUB,NOT APPLICABLE,MISSING,NOT APPLICABLE,yes,none,none,ProtectedRoute (v1/src/App.tsx:245),none,none,none,PRODUCT OWNER DECISION,P2,Phase 4,Med,"v1/src/pages/ConsultantDashboard.tsx:48,387-393",none found,none found,none found,"Filterable project list, per-pillar status, counters — over in-file MOCK_PROJECTS || admin: none found"
V1-ENG-030,ROUND-2 (V1 + desktop C# source),Engineering,Diwan,Public project verification page,L1 UI_ONLY,BROKEN,NOT APPLICABLE,MISSING,NOT APPLICABLE,yes,missing,none,public,none,none,none,RESTORE,P2,Phase 4,Med,v1/src/pages/ProjectVerify.tsx:59; v1/src/App.tsx:228,none found,none found,none found,"/verify/:code fetches GET /api/diwan/verify/:code, which has no server route || admin: none found"
V1-ENG-031,ROUND-2 (V1 + desktop C# source),Engineering,Fire & life safety,Fire safety engine,L3 PARTIAL_FLOW,PARTIAL,NOT APPLICABLE,MISSING,NOT APPLICABLE,yes,none,none,inherited,none,none,none,RESTORE,P1,Phase 3,High,"v1/src/components/arch/FireSafetyEngine.tsx:11-24,193; hotel gate v1/src/pages/ArchitecturalConsultant.tsx:959",none found,none found,none found,"Rating hours, rated partition m², sprinklers, detectors, hydrants, egress; hotel occupancy forces 2 h || admin: none found"
V1-ENG-032,ROUND-2 (V1 + desktop C# source),Engineering,Security,Banking & financial security engine,L3 PARTIAL_FLOW,PARTIAL,NOT APPLICABLE,MISSING,NOT APPLICABLE,yes,none,none,inherited,none,none,none,RESTORE,P2,Phase 4,Med,"v1/src/components/arch/BankingSecurityEngine.tsx:11-23,178; gate v1/src/pages/ArchitecturalConsultant.tsx:961",none found,none found,none found,8 security levels × vault / data-centre / gold storage / CIT bay / panic room → security BOQ || admin: none found
V1-ENG-033,ROUND-2 (V1 + desktop C# source),Engineering,Healthcare,Medical & hospitality specialty engine,L3 PARTIAL_FLOW,PARTIAL,NOT APPLICABLE,MISSING,NOT APPLICABLE,yes,none,none,inherited,none,none,none,RESTORE,P2,Phase 4,Med,"v1/src/components/arch/MedSpecialtyEngine.tsx:12-24,301",none found,none found,none found,Hospital (beds / OR / radiology / specialty) or hotel (star rating) specialty quantities || admin: none found
V1-ENG-034,ROUND-2 (V1 + desktop C# source),Engineering,Healthcare,Medical-grade MEP protocol,L1 UI_ONLY,PARTIAL,NOT APPLICABLE,MISSING,NOT APPLICABLE,yes,none,none,inherited,none,none,none,RESTORE,P2,Phase 4,Med,"v1/src/components/arch/MedicalGradeMEPEngine.tsx:1-9,241-246",none found,none found,none found,"ASHRAE 170 pressure zoning, HEPA H11/H13/H14, ACH for 35+ room types, Pb shielding, medical gas manifolds || admin: none found"
V1-ENG-035,ROUND-2 (V1 + desktop C# source),Engineering,Climate/codes,Climate & global code engine,L3 PARTIAL_FLOW,PARTIAL,NOT APPLICABLE,MISSING,NOT APPLICABLE,yes,none (reads LocationContext),none,inherited,none,none,none,RESTORE,P2,Phase 4,Med,"v1/src/components/arch/ClimateGeoEngine.tsx:1-7,360",none found,none found,none found,City → applicable code set; ASHRAE zone → auto-spec matrix; multi-discipline compliance score || admin: none found
V1-ENG-036,ROUND-2 (V1 + desktop C# source),Engineering,Seismic,Seismic protection engine,L3 PARTIAL_FLOW,PARTIAL,NOT APPLICABLE,MISSING,NOT APPLICABLE,yes,none,none,inherited,none,none,none,RESTORE,P2,Phase 4,Med,"v1/src/components/arch/SeismicProtectionEngine.tsx:1-8,249",none found,none found,none found,"Zone from city, base-isolation BOQ (LRB/FP/HDR), flexible MEP joints, post-seismic N+1 || admin: none found"
V1-ENG-037,ROUND-2 (V1 + desktop C# source),Engineering,High-rise,High-rise structural engine,L3 PARTIAL_FLOW,PARTIAL,NOT APPLICABLE,MISSING,NOT APPLICABLE,yes,none,none,inherited,none,none,none,RESTORE,P2,Phase 4,Med,"v1/src/components/arch/HighRiseStructuralEngine.tsx:80,98; gate v1/src/pages/ArchitecturalConsultant.tsx:2302-2311",none found,none found,none found,"Wind pressure by exposure category, core sizing, TMD assessment; activates only at ≥10 floors || admin: none found"
V1-ENG-038,ROUND-2 (V1 + desktop C# source),Engineering,Industrial,Industrial / warehouse engine,L3 PARTIAL_FLOW,PARTIAL,NOT APPLICABLE,MISSING,NOT APPLICABLE,yes,none,none,inherited,none,none,none,RESTORE,P2,Phase 4,Med,"v1/src/components/arch/IndustrialEngine.tsx:71,86; gate v1/src/pages/ArchitecturalConsultant.tsx:2352",none found,none found,none found,"Truss sizing, crane specs, hazmat zoning, clear height, floor load || admin: none found"
V1-ENG-039,ROUND-2 (V1 + desktop C# source),Engineering,Religious,Mosque engine,L3 PARTIAL_FLOW,PARTIAL,NOT APPLICABLE,MISSING,NOT APPLICABLE,yes,none,none,inherited,none,none,none,RESTORE,P2,Phase 4,Med,"v1/src/components/arch/MosqueEngine.tsx:17-22,89,101; gate :2364",none found,none found,none found,"Per-country qibla bearing, dome geometry, wudu facility count, minaret sizing || admin: none found"
V1-ENG-040,ROUND-2 (V1 + desktop C# source),Engineering,Education,K-12 school engine,L3 PARTIAL_FLOW,PARTIAL,NOT APPLICABLE,MISSING,NOT APPLICABLE,yes,none,none,inherited,none,none,none,RESTORE,P2,Phase 4,Med,"v1/src/components/arch/K12SchoolEngine.tsx:72,81; gate v1/src/pages/ArchitecturalConsultant.tsx:2377-2379",none found,none found,none found,"Egress width, daylighting, child-safety, lab provisioning by level (kg/elementary/secondary) || admin: none found"
V1-ENG-041,ROUND-2 (V1 + desktop C# source),Engineering,Education,Academic & research facility engine,L3 PARTIAL_FLOW,PARTIAL,NOT APPLICABLE,MISSING,NOT APPLICABLE,yes,none,none,inherited,none,none,none,RESTORE,P2,Phase 4,Med,"v1/src/components/arch/AcademicSpecialtyEngine.tsx:1-8,284",none found,none found,none found,"Auditorium sightline/rake + RT60, fume-hood ventilation, acid-neutralisation BOQ, library STC || admin: none found"
V1-ENG-042,ROUND-2 (V1 + desktop C# source),Engineering,Landscape,Landscape & smart irrigation engine,L3 PARTIAL_FLOW,PARTIAL,NOT APPLICABLE,MISSING,NOT APPLICABLE,yes,none,none,inherited,none,none,none,RESTORE,P2,Phase 4,Med,"v1/src/components/arch/LandscapeIrrigationEngine.tsx:18-22,87,104; gate :2389",none found,none found,none found,"PET climate table for 10 countries → irrigation demand, hardscape/softscape split, drip vs sprinkler BOQ || admin: none found"
V1-ENG-043,ROUND-2 (V1 + desktop C# source),Engineering,Retail,Retail mall engine,L3 PARTIAL_FLOW,PARTIAL,NOT APPLICABLE,MISSING,NOT APPLICABLE,yes,none,none,inherited,none,none,none,RESTORE,P2,Phase 4,Med,v1/src/components/arch/RetailMallEngine.tsx:11-23; mount v1/src/pages/ArchitecturalConsultant.tsx:2337-2350,none found,none found,none found,"Anchors/GLA, atrium & skylight smoke control, F&B ratio services, loading docks, vertical transport || admin: none found"
V1-ENG-044,ROUND-2 (V1 + desktop C# source),Engineering,Institutional,Sovereign & institutional protocol,L1 UI_ONLY,PARTIAL,NOT APPLICABLE,MISSING,NOT APPLICABLE,yes,none,none,inherited,none,none,none,RESTORE,P3,Phase 4,Low,"v1/src/components/arch/InstitutionalSovereignEngine.tsx:34,113,194",none found,none found,none found,"STC 55+ acoustics, man-trap/blast security layers, N+1 emergency readiness — **static reference tables only** || admin: none found"
V1-ENG-045,ROUND-2 (V1 + desktop C# source),Engineering,Governance,Sovereign ethics shield,L1 UI_ONLY,FULL,NOT APPLICABLE,MISSING,NOT APPLICABLE,yes,none,none,n/a,none,none,none,PRODUCT OWNER DECISION,P3,Phase 4,Low,"v1/src/components/arch/SovereignEthicsShield.tsx:8,21,31; mount v1/src/pages/ArchitecturalConsultant.tsx:1843",none found,none found,none found,"Permitted vs excluded building classes (military/weapons excluded) + 3 ethics pillars, shown at the top of every report || admin: none found"
V1-ENG-046,ROUND-2 (V1 + desktop C# source),Engineering,Governance,Project engine passport,L1 UI_ONLY,FULL,NOT APPLICABLE,MISSING,NOT APPLICABLE,yes,none,none,n/a,none,none,none,KEEP + IMPROVE,P3,Phase 4,Low,"v1/src/components/arch/ProjectEnginePassport.tsx:59,173-179; mount :2266",none found,none found,none found,"Badge sheet listing which specialist engines fired for this project, with tier labels || admin: none found"
V1-ENG-047,ROUND-2 (V1 + desktop C# source),Engineering,Spec governance,Global Configurator Protocol (GCP),L3 PARTIAL_FLOW,PARTIAL,NOT APPLICABLE,MISSING,NOT APPLICABLE,yes,none,none,inherited,none,none,none,RESTORE,P2,Phase 4,Med,"v1/src/components/arch/GlobalConfiguratorPanel.tsx:78-130,394",none found,none found,none found,"Per-spec default/expert/custom with SAR/m² cost delta, day delta, ROI note and ibc_violation flag || admin: none found"
V1-ENG-048,ROUND-2 (V1 + desktop C# source),Engineering,Spec governance,GCP output is dead-ended,L1 UI_ONLY,PARTIAL,NOT APPLICABLE,MISSING,NOT APPLICABLE,n/a,none,none,n/a,none,none,none,FIX REGRESSION,P3,Phase 4,Low,"v1/src/pages/ArchitecturalConsultant.tsx:837,1812-1817,2418-2426",none found,none found,none found,gcpOutput state is only consumed by the disabled Diwan engine || admin: none found
V1-ENG-049,ROUND-2 (V1 + desktop C# source),Engineering,3D,Live 3D building visualiser,L3 PARTIAL_FLOW,FULL,NOT APPLICABLE,MISSING,NOT APPLICABLE,yes,none,none,inherited,none,none,none,RESTORE,P2,Phase 4,Med,v1/src/components/arch/Building3DVisualizer.tsx:1-4; mount v1/src/pages/ArchitecturalConsultant.tsx:1901-1909,none found,none found — **V2 has no three dependency** (cur/package.json),none found,"three.js massing driven by facade/window/roof/floor choices, orbit + environment lighting || admin: none found"
V1-ENG-050,ROUND-2 (V1 + desktop C# source),Engineering,Report,Print/PDF of the whole report,L3 PARTIAL_FLOW,FULL,NOT APPLICABLE,MISSING,NOT APPLICABLE,yes,none,none,inherited,none,none,none,RESTORE,P2,Phase 4,Low,v1/src/pages/ArchitecturalConsultant.tsx:1836,none found,none found,none found,window.print() on the report header || admin: none found
V1-ENG-051,ROUND-2 (V1 + desktop C# source),Engineering,Report,Required drawing-set checklist,L1 UI_ONLY,FULL,NOT APPLICABLE,MISSING,NOT APPLICABLE,yes,none,none,n/a,none,none,none,KEEP,P3,Phase 4,Low,v1/src/pages/ArchitecturalConsultant.tsx:2201-2247,none found,none found,none found,Static three-column list (Architectural / Structural / MEP) of the deliverables a real project needs || admin: none found
V1-ENG-052,ROUND-2 (V1 + desktop C# source),Engineering,Report,Conversion CTA to offices / services,L1 UI_ONLY,FULL,NOT APPLICABLE,MISSING,NOT APPLICABLE,yes,none,none,n/a,none,none,none,KEEP + IMPROVE,P2,Phase 4,Low,v1/src/pages/ArchitecturalConsultant.tsx:2255-2260,none found,none found,none found,Report footer links to /offices and /services || admin: none found
V1-CAD-001,ROUND-2 (V1 + desktop C# source),CAD,DXF ingestion,ASCII DXF parser,L3 PARTIAL_FLOW,FULL,NOT APPLICABLE,MISSING,NOT APPLICABLE,n/a,none,none,n/a,none,none,none,RESTORE,P1,Phase 3,High,v1/src/components/arch/CADParser.ts:1-60,none found,none found (V2 has no DXF reader),none found,Hand-written parser for LINE / LWPOLYLINE / POLYLINE / ARC / CIRCLE / INSERT / HATCH + layers + blocks + drawing unit || admin: none found
V1-CAD-002,ROUND-2 (V1 + desktop C# source),CAD,DXF ingestion,DWG rejected with guidance,L1 UI_ONLY,PARTIAL,NOT APPLICABLE,MISSING,NOT APPLICABLE,yes,none,none,inherited,none,none,none,KEEP,P3,Phase 4,Low,"v1/src/components/arch/CADProcessor.tsx:38,62-68,226-230",none found,none found,none found,".dwg accepted by the picker then refused with an ""export to DXF (ASCII)"" instruction || admin: none found"
V1-CAD-003,ROUND-2 (V1 + desktop C# source),CAD,Layer intelligence,Master layer matrix (A-/S-/E-/M-/H-/F- disciplines),L3 PARTIAL_FLOW,FULL,NOT APPLICABLE,PARTIAL,NOT APPLICABLE,n/a,none,none,n/a,none,none,none,MERGE INTO NEW SYSTEM,P1,Phase 3,High,v1/src/components/arch/CADGeometryEngine.ts:17-125,none found,cur/src/lib/cad/types.ts (export layer model only),none found,Standard layer IDs with take-off type (linear / area / count) per discipline || admin: none found
V1-CAD-004,ROUND-2 (V1 + desktop C# source),CAD,Layer intelligence,Visual layer mapper UI,L2 DATA_MODEL_ONLY,PARTIAL,NOT APPLICABLE,PARTIAL,NOT APPLICABLE,yes,none,localStorage,none,none,none,none,RESTORE,P1,Phase 3,High,"v1/src/components/arch/LayerMapper.tsx:1-4,76",none found,cur/src/components/cad/CadLayersPanel.tsx (display only),none found,"Map the user's DXF layer names onto master layers, colour-coded by discipline, multi-select || admin: none found"
V1-CAD-005,ROUND-2 (V1 + desktop C# source),CAD,Layer intelligence,Named layer-mapping profiles,L2 DATA_MODEL_ONLY,PARTIAL,NOT APPLICABLE,MISSING,NOT APPLICABLE,yes,none,localStorage,device-scoped,none,none,none,MERGE INTO NEW SYSTEM,P2,Phase 4,Med,v1/src/components/arch/CADGeometryEngine.ts:126-150; UserPreferences.ts:92-97,none found,none found,none found,Save/load/delete mapping profiles per user || admin: none found
V1-CAD-006,ROUND-2 (V1 + desktop C# source),CAD,Layer intelligence,EN→AR layer-name auto-translation,L3 PARTIAL_FLOW,FULL,NOT APPLICABLE,MISSING,NOT APPLICABLE,yes,none,none,n/a,none,none,none,RESTORE,P2,Phase 4,Med,v1/src/components/arch/UserPreferences.ts:107-130,none found,none found,none found,Regex dictionary mapping wall/door/column/beam… to Arabic engineering terms || admin: none found
V1-CAD-007,ROUND-2 (V1 + desktop C# source),CAD,Take-off,CAD quantity take-off,L3 PARTIAL_FLOW,PARTIAL,NOT APPLICABLE,MISSING,NOT APPLICABLE,yes,none,none,inherited,none,none,none,RESTORE,P0,Phase 3,High,"v1/src/components/arch/CADGeometryEngine.ts:183,250-306",none found,none found,none found,Linear / area / count accumulation per standard layer with entity counts || admin: none found
V1-CAD-008,ROUND-2 (V1 + desktop C# source),CAD,Take-off,CAD → BOQ derivation,L3 PARTIAL_FLOW,PARTIAL,NOT APPLICABLE,MISSING,NOT APPLICABLE,yes,none,none,inherited,none,none,none,RESTORE,P0,Phase 3,High,v1/src/components/arch/CADGeometryEngine.ts:312-376,none found,none found,none found,"Take-off → concrete m³ (found/wall/slab), rebar t, blockwork, plaster, paint, flooring, ceiling, doors, windows, cable, conduit, sprinklers || admin: none found"
V1-CAD-009,ROUND-2 (V1 + desktop C# source),CAD,Take-off,Wastage factors per material,L3 PARTIAL_FLOW,FULL,NOT APPLICABLE,MISSING,NOT APPLICABLE,yes,none,none,n/a,none,none,none,RESTORE,P2,Phase 4,Med,v1/src/components/arch/CADGeometryEngine.ts:377-391,none found,none found,none found,WASTAGE_FACTORS applied to derived quantities || admin: none found
V1-CAD-010,ROUND-2 (V1 + desktop C# source),CAD,Take-off,Spec inference from layer name,L3 PARTIAL_FLOW,FULL,NOT APPLICABLE,MISSING,NOT APPLICABLE,n/a,none,none,n/a,none,none,none,KEEP + IMPROVE,P3,Phase 4,Low,v1/src/components/arch/CADGeometryEngine.ts:392,none found,none found,none found,specFromLayerName maps a raw layer string to a material spec || admin: none found
V1-CAD-011,ROUND-2 (V1 + desktop C# source),CAD,3D,DXF → 3D BIM viewer,L3 PARTIAL_FLOW,FULL,NOT APPLICABLE,MISSING,NOT APPLICABLE,yes,none,none,inherited,none,none,none,RESTORE,P2,Phase 4,Med,"v1/src/components/arch/BIMViewer.tsx:1-8,64,70; mount CADProcessor.tsx:441",none found,none found,none found,"Walls extruded, floors as planes, columns as cylinders, discipline colour legend, per-discipline visibility toggles, orbit/zoom || admin: none found"
V1-CAD-012,ROUND-2 (V1 + desktop C# source),CAD,Take-off,CAD take-off has no export,L3 PARTIAL_FLOW,MISSING,NOT APPLICABLE,PARTIAL,NOT APPLICABLE,yes,none,none,n/a,none,none,none,NEW IMPROVEMENT,P2,Phase 4,Med,v1/src/components/arch/CADProcessor.tsx (no createObjectURL / download),none found,cur/src/components/cad/CadExportPanel.tsx (export exists but for generated geometry),none found,The take-off table and derived BOQ can only be read on screen or carried into the wizard — no CSV/XLSX/DXF out || admin: none found
V1-CAD-013,ROUND-2 (V1 + desktop C# source),CAD,Drawing generation,Residential floor-plan generator,L3 PARTIAL_FLOW,PARTIAL,NOT APPLICABLE,MISSING,NOT APPLICABLE,yes,none,none,inherited,none,none,none,RESTORE,P1,Phase 3,High,v1/src/components/arch/ResidentialFloorPlanDXF.ts:1-3 (905 lines),none found,none found,none found,"Room layout, walls, doors, windows, stairs, core, per-floor stacking from land dimensions + bedrooms + luxury level + project nature || admin: none found"
V1-CAD-014,ROUND-2 (V1 + desktop C# source),CAD,Drawing generation,Generic (non-residential) plan generator,L3 PARTIAL_FLOW,PARTIAL,NOT APPLICABLE,MISSING,NOT APPLICABLE,yes,none,none,inherited,none,none,none,RESTORE,P2,Phase 4,Med,"v1/src/components/arch/DrawingEngine.tsx:16,306",none found,none found,none found,generateGenericPlan for the other 7 sectors || admin: none found
V1-CAD-015,ROUND-2 (V1 + desktop C# source),CAD,Drawing generation,MEP layout generator,L3 PARTIAL_FLOW,PARTIAL,NOT APPLICABLE,MISSING,NOT APPLICABLE,yes,none,none,inherited,none,none,none,RESTORE,P2,Phase 4,Med,"v1/src/components/arch/MEPLayoutEngine.ts:1; call DrawingEngine.tsx:18,320-325",none found,none found,none found,"Cable / pipe / duct / fixture runs routed per room rectangle, per floor || admin: none found"
V1-CAD-016,ROUND-2 (V1 + desktop C# source),CAD,Drawing generation,Sections A-A / B-B + structural plan,L3 PARTIAL_FLOW,PARTIAL,NOT APPLICABLE,MISSING,NOT APPLICABLE,yes,none,none,inherited,none,none,none,RESTORE,P2,Phase 4,Med,"v1/src/components/arch/SectionElevationEngine.ts:1; call DrawingEngine.tsx:19,332-347",none found,none found,none found,"Section cuts with slab thickness, foundation depth, parapet, core/stair, and a column/beam plan || admin: none found"
V1-CAD-017,ROUND-2 (V1 + desktop C# source),CAD,Drawing generation,DXF emitter + ACI layer palette,L3 PARTIAL_FLOW,FULL,NOT APPLICABLE,PARTIAL,NOT APPLICABLE,n/a,none,none,n/a,none,none,none,MERGE INTO NEW SYSTEM,P1,Phase 3,Med,v1/src/components/arch/DXFWriter.ts:1-137; import DrawingEngine.tsx:14-15,none found,cur/src/lib/cad/dxf-generator.ts,none found,DXFWriter + ARCH_LAYERS/MEP_LAYERS/STRUCT_LAYERS/ALL_LAYERS + ACI_CSS || admin: none found
V1-CAD-018,ROUND-2 (V1 + desktop C# source),CAD,Drawing output,**Full engineering set ZIP download**,L4 END_TO_END_WIRED,FULL,NOT APPLICABLE,MISSING,NOT APPLICABLE,yes,none,none,inherited,none,none,none,RESTORE,P0,Phase 3,High,"v1/src/components/arch/DrawingEngine.tsx:287-288,299,325,347,603,607-613",none found,none found (V2 has no jszip),none found,Architectural_Set.dxf + MEP_Set.dxf + Structural_Set.dxf + Official_Contract.pdf in one ZIP || admin: none found
V1-CAD-019,ROUND-2 (V1 + desktop C# source),CAD,Drawing output,jsPDF contract inside the ZIP,L3 PARTIAL_FLOW,FULL,NOT APPLICABLE,MISSING,NOT APPLICABLE,yes,none,none,inherited,none,none,none,RESTORE,P1,Phase 3,High,v1/src/components/arch/DrawingEngine.tsx:350-602,none found,none found (V2 has no jspdf),none found,"A4 owner–contractor agreement with company header, project table, signature blocks and a disclaimer footer || admin: none found"
